YEAR;PLAYER;POS;HGT;WGT;BMI;WNGSPN;STNDRCH;HANDL;HANDW;STNDVERT;LPVERT;LANE;SHUTTLE;SPRINT;BAR;PAN;PBHGT;PDHGT;Pk;College;Tm
2019;Okpala, KZ;SF;79.25;209.6;23.5;85.75;106.5;9.25;9.3;30.5;37.0;10.88;3.13;3.38;108.2%;85.6;137.0;143.5;32.0;Stanford;PHO
2019;Oni, Miye;SG;76.25;205.6;24.9;82.75;100.5;9.0;10.0;30.5;38.5;11.71;3.12;3.17;108.5%;90.0;131.0;139.0;58.0;Yale;GSW
2019;Paschall, Eric;SF;78.0;254.4;29.4;83.75;103.5;9.0;9.5;33.0;38.0;11.63;3.26;3.3;107.4%;85.5;136.5;141.5;41.0;Villanova;GSW
2019;Ponds, Shamorie;PG;71.5;180.0;24.8;75.5;96.5;7.75;8.0;29.0;37.0;11.01;3.07;3.2;105.6%;62.0;125.5;133.5;;;
2019;Poole, Jordan;SG;75.5;190.8;23.5;78.75;99.5;8.25;8.5;28.0;35.5;10.59;3.14;3.27;104.3%;70.1;127.5;135.0;28.0;Michigan;GSW
2019;Porter Jr., Kevin;SG;76.0;212.6;25.9;81.0;103.0;8.75;8.8;27.0;34.0;10.82;3.03;3.14;106.6%;76.6;130.0;137.0;30.0;USC;MIL
2019;Porter, Jontay;PF;81.75;210.4;22.1;84.0;109.5;8.75;9.5;;;;;;102.8%;83.1;;;;;
2019;Reddish, Cameron;SF;78.5;207.8;23.7;84.5;105.5;9.0;9.0;;;;;;107.6%;81.0;;;;;
2019;Reid, Naz;PF;80.75;255.8;27.6;87.25;109.0;9.5;9.3;26.0;32.5;12.03;3.76;3.42;108.0%;87.9;135.0;141.5;;;
2019;Roby, Isaiah;PF;79.25;214.0;24.0;85.0;106.0;9.0;10.5;32.5;35.5;10.63;3.05;3.25;107.3%;94.5;138.5;141.5;45.0;Nebraska;DET
2019;Samanic, Luka;PF;81.5;227.2;24.0;82.5;107.0;8.5;9.0;27.0;38.0;11.01;3.03;3.27;101.2%;76.5;134.0;145.0;;;
2019;Schofield, Admiral;SF;76.0;240.6;29.3;81.75;102.5;8.75;9.0;30.0;34.0;10.77;2.87;3.37;107.6%;78.8;132.5;136.5;42.0;Tennessee;PHI
2019;Shayok, Marial;SF-PF;76.5;196.8;23.6;84.25;103.5;8.75;9.3;29.5;36.5;11.16;3.04;3.37;110.1%;80.9;133.0;140.0;54.0;Iowa State;PHI
2019;Shittu, Simisola;PF;80.5;227.2;24.6;85.25;106.0;8.75;8.5;27.0;35.5;11.85;3.24;3.3;105.9%;74.4;133.0;141.5;;;
2019;Washington, P.J.;PF;78.5;230.4;26.3;86.25;106.5;9.0;10.3;;;;;;109.9%;92.3;;;12.0;Kentucky;CHA
2019;Waters, Tremont;PG;69.5;172.4;25.1;74.25;93.5;8.0;9.8;30.5;40.5;10.76;3.11;3.07;106.8%;78.0;124.0;134.0;51.0;LSU;BOS
2019;Weatherspoon, Quinndary;SG;75.0;206.6;25.8;81.0;100.0;8.5;9.0;31.0;38.0;11.57;3.15;3.16;108.0%;76.5;131.0;138.0;49.0;Mississippi State;SAS
2019;White, Coby;PG;75.5;191.4;23.6;77.0;97.5;7.75;9.0;;;;;;102.0%;69.8;;;7.0;UNC;CHI
2019;Williamson, Zion;SF;78.25;208.8;24.0;82.75;103.0;8.5;9.5;27.5;35.0;10.39;3.09;3.34;105.8%;80.8;130.5;138.0;1.00;Duke;NOP
2019;Williams, Grant;PF;77.75;240.2;27.9;81.75;104.5;9.0;10.5;26.0;31.5;10.83;3.27;3.33;105.1%;94.5;130.5;136.0;22.0;Tennessee;BOS
2019;Windler, Dylan;SF;78.25;195.8;22.5;82.0;104.5;8.25;9.5;29.0;37.5;10.7;2.94;3.3;104.8%;78.4;133.5;142.0;26.0;Belmont;CLE
2018;Ayton, Deandre;SG;74.75;217.4;27.4;80.75;99.0;8.5;10.0;32.5;40.5;11.5;3.09;3.15;108.0%;85.0;131.5;139.5;1.00;Arizona;PHX
2018;Allen, Grayson;SG;75.0;198.0;24.7;79.25;97.0;8.25;10.0;32.5;40.5;10.31;3.04;3.15;105.7%;82.5;129.5;137.5;21.0;Duke;UTA
2018;Antetokounmpo, Kostas;PF;81.0;194.8;20.9;86.25;110.0;9.25;9.5;29.5;35.0;12.48;3.48;3.21;106.5%;87.9;139.5;145.0;60.0;Dayton;PHI
2018;Bamba, Mohamed;C;83.25;225.6;22.9;94.0;115.5;9.75;10.3;;;;;;112.9%;99.9;;;;;
2018;Barford, Jaylen;PG-SG;73.25;207.6;27.2;75.5;96.5;8.0;8.3;27.0;33.0;11.39;3.21;3.31;103.1%;66.0;123.5;129.5;;;
2018;Bates-Diop, Keita;SG-SF;79.25;223.8;25.1;87.25;106.5;9.0;8.5;30.5;35.0;11.2;3.28;3.17;110.1%;76.5;137.0;141.5;48.0;Ohio State;MIN
2018;Battle, Tyus;SG;77.0;200.2;23.7;81.0;102.0;8.5;9.3;32.0;37.5;11.04;2.87;3.07;105.2%;78.6;134.0;139.5;;;
2018;Bowen, Brian;SG-SF;78.25;202.0;23.2;82.25;103.5;9.0;10.0;30.5;34.0;11.58;3.33;3.28;105.1%;90.0;134.0;137.5;;;
2018;Bridges, Miles;SF;77.25;220.4;26.0;81.5;103.5;9.0;9.8;;;;;;105.5%;87.8;;;12.0;Michigan State;LAC
2018;Brown, Bruce;SG-PG;75.5;194.6;24.0;81.0;98.5;8.5;8.5;32.5;38.0;11.11;3.44;3.2;107.3%;72.3;131.0;136.5;42.0;Miami (FL);DET
2018;Brown, Troy;SF;77.75;208.0;24.2;82.25;105.0;9.0;9.8;26.0;33.0;11.51;3.29;3.33;105.8%;87.8;131.0;138.0;45.0;Providence;ATL
2018;Brunson, Jalen;PG;73.0;198.4;26.2;76.0;96.0;8.25;9.3;29.0;37.0;10.59;3.11;3.15;104.1%;76.3;125.0;133.0;33.0;Villanova;DAL
2018;Carr, Tony;PG;75.0;198.8;24.8;80.25;100.0;8.5;9.8;25.0;31.5;11.89;3.4;3.17;107.0%;82.9;125.0;131.5;51.0;Penn State;NOP
2018;Carter, Jevon;PG;72.25;196.2;26.4;76.25;95.0;9.25;8.5;29.0;36.5;11.04;3.05;3.18;105.5%;78.6;124.0;131.5;32.0;West Virginia;MEM
2018;Carter, Wendell;C-PF;80.75;251.4;27.1;88.5;109.0;8.5;9.0;;;;;;109.6%;76.5;;;7.0;Duke;CHI
2018;Diallo, Hamidou;SG;76.25;197.0;23.8;83.5;103.0;8.75;9.0;32.5;40.5;10.53;3.14;3.1;109.5%;78.8;135.5;143.5;45.0;Kentucky;BRK
2018;DiVincenzo, Donte;SG;75.5;200.6;24.7;78.0;97.5;8.25;9.0;34.5;42.0;10.72;3.12;3.11;103.3%;74.3;132.0;139.5;17.0;Villanova;MIL
2018;Duval, Trevon;PG;73.5;191.0;24.9;80.25;97.5;8.75;10.0;34.0;41.5;10.93;3.09;3.18;109.2%;87.5;131.5;139.0;;;
2018;Evans, Jacob;SG-SF;76.25;199.6;24.1;81.25;102.5;9.0;9.3;28.0;35.5;11.11;3.14;3.2;106.6%;83.3;130.5;138.0;28.0;Cincinnati;GSW
2018;Evans, Keenan;PG;73.5;183.2;23.8;77.25;98.0;8.5;8.0;;;;;;105.1%;68.0;;;;;
2018;Frazier, Melvin;SF-SG;76.5;198.2;23.8;85.75;105.0;9.5;9.5;31.0;40.5;11.24;3.08;3.08;112.1%;90.3;136.0;145.5;35.0;Tulane;ORL
2018;Gilgeous-Alexander, Shai;PG;76.5;180.0;21.6;83.5;104.0;9.0;9.0;;;;;;109.2%;81.0;;;11.0;Kentucky;CHA
2018;Graham, Devonte;PG;72.25;186.4;25.1;78.25;96.0;8.5;9.5;31.0;37.0;11.28;3.15;3.21;108.3%;80.8;127.0;133.0;34.0;Kansas;ATL
2018;Haas, Isaac;C;85.25;303.0;29.3;89.0;111.5;10.0;10.5;;;;;;104.4%;105.0;;;;;
2018;Hall, Devon;SG;76.25;206.4;25.0;79.75;102.0;8.5;10.0;25.0;31.0;10.95;3.16;3.27;104.6%;85.0;127.0;133.0;53.0;Virginia;OKC
2018;Hervey, Kevin;PF;78.5;211.6;24.1;87.5;107.0;9.25;10.3;27.5;32.0;11.28;3.15;3.36;111.5%;94.8;134.5;139.0;57.0;UT Arlington;OKC
2018;Holiday, Aaron;PG;71.75;187.0;25.5;79.5;97.0;8.75;8.5;25.5;33.0;10.96;3.22;3.27;110.8%;74.4;122.5;130.0;23.0;UCLA;IND
2018;Huerter, Kevin;SG;78.25;194.0;22.3;79.5;101.5;8.25;8.5;31.0;38.0;10.89;2.97;3.09;101.6%;70.1;132.5;139.5;19.0;Maryland;ATL
2018;Jackson, Jaren;PF-C;81.75;236.0;24.8;89.25;110.0;10.0;10.0;;;;;;109.2%;100.0;;;4.0;Michigan State;MEM
2018;Jackson, Justin;PF;78.0;229.4;26.5;87.0;105.0;9.0;9.5;;;;;;111.5%;85.5;;;15.0;UNC;POR
2018;Jackson, Justin;PF;78.0;229.4;26.5;87.0;105.0;9.0;9.5;;;;;;111.5%;85.5;;;43.0;Maryland;DEN
2018;Johnson, Alize;PF;79.25;216.6;24.2;80.75;103.0;8.5;9.8;25.0;31.0;11.83;3.28;3.38;101.9%;82.9;128.0;134.0;50.0;Missouri State;IND
2018;King, George;SF-SG;76.75;218.6;26.1;83.5;101.5;9.0;10.3;31.0;39.0;10.75;3.08;3.29;108.8%;92.3;132.5;140.5;59.0;Colorado;PHO
2018;Knox, Kevin;SF;79.75;212.6;23.5;83.75;108.0;8.75;9.3;;;;;;105.0%;80.9;;;9.0;Kentucky;NYK
2018;Konate, Sagaba;C;78.5;246.0;28.1;84.0;106.5;9.25;10.0;31.5;35.0;12.28;3.36;3.28;107.0%;92.5;138.0;141.5;;;
2018;Martin, Caleb;SF-SG;76.75;195.8;23.4;82.0;101.5;8.5;8.8;29.0;36.5;10.43;2.75;3.26;106.8%;74.4;130.5;138.0;;;
2018;Maten, Yante;PF-C;79.25;246.2;27.6;84.5;107.5;9.25;10.0;27.0;31.5;11.35;3.13;3.17;106.6%;92.5;134.5;139.0;;;
2018;McCoy, Brandon;C;83.5;250.4;25.2;86.0;110.5;9.75;9.5;27.5;32.0;11.77;3.31;3.23;103.0%;92.6;138.0;142.5;;;
2018;Melton, DeAnthony;SG-PG;74.25;193.2;24.6;80.5;99.5;8.5;9.5;31.0;36.5;11.48;3.33;3.23;108.4%;80.8;130.5;136.0;46.0;USC;HOU
2018;Metu, Chimezie;PF-C;80.5;219.6;23.8;84.5;108.0;9.0;9.3;29.5;36.0;11.89;3.25;3.33;105.0%;83.3;137.5;144.0;49.0;USC;SAS
2018;Milton, Shake;SG-PG;76.5;207.2;24.9;84.75;99.5;8.75;9.5;30.0;33.0;11.07;3.19;3.25;110.8%;83.1;129.5;132.5;54.0;SMU;DAL
2018;Mykhailiuk, Sviatoslav;SG-SF;78.5;211.6;24.1;76.75;100.0;8.25;9.5;30.5;37.0;11.25;3.18;3.15;97.8%;78.4;130.5;137.0;;;
2018;Newman, Malik;SG;74.5;189.2;24.0;77.5;98.5;8.5;9.5;27.5;33.5;10.9;3.18;3.13;104.0%;80.8;126.0;132.0;;;
2018;Okogie, Josh;SG;75.0;210.8;26.3;84.0;102.0;9.0;9.8;33.0;42.0;11.08;3.03;3.04;112.0%;87.8;135.0;144.0;20.0;Georgia Tech;MIN
2018;Pinson, Theo;SG-SF;77.0;211.2;25.0;82.75;103.5;9.0;9.0;27.0;34.0;11.53;3.11;3.22;107.5%;81.0;130.5;137.5;;;
2018;Porter, Michael;SF-PF;81.5;211.0;22.3;84.25;108.5;8.75;9.3;;;;;;103.4%;80.9;;;14.0;Missouri;DEN
2018;Preston, Billy;PF;80.75;222.4;24.0;86.0;108.0;9.25;9.5;25.0;33.0;11.26;3.35;3.2;106.5%;87.9;133.0;141.0;;;
2018;Robinson, Jerome;SG;76.0;188.4;22.9;79.25;98.0;9.0;10.0;;;;;;104.3%;90.0;;;13.0;Boston College;LAC
2018;Sexton, Collin;PG;72.5;183.0;24.5;79.25;98.5;8.25;8.5;;;;;;109.3%;70.1;;;8.0;Alabama;CLE
2018;Shamet, Landry;PG;76.0;188.6;23.0;78.75;100.0;8.0;9.0;31.0;39.5;11.26;3.21;3.11;103.6%;72.0;131.0;139.5;26.0;Wichita State;PHI
2018;Simons, Anfernee;SG-PG;74.25;183.2;23.4;81.25;99.5;8.75;9.0;32.0;41.5;11.27;3.16;3.1;109.4%;78.8;131.5;141.0;24.0;;POR
2018;Smith, Zhaire;SF-SG;74.75;198.6;25.0;81.75;100.0;8.75;8.3;33.0;41.5;11.02;3.15;3.05;109.4%;72.2;133.0;141.5;16.0;Texas Tech;PHO
2018;Spalding, Ray;PF;81.0;215.4;23.1;88.75;109.0;9.25;9.0;26.0;32.0;11.48;3.2;3.34;109.6%;83.3;135.0;141.0;56.0;Louisville;PHI
2018;Spellman, Omari;PF-C;80.0;253.8;27.9;86.0;107.5;9.0;9.0;28.5;35.5;12.28;3.35;3.38;107.5%;81.0;136.0;143.0;30.0;Villanova;ATL
2018;Thomas, Khyri;SG;74.5;198.8;25.2;82.5;101.0;8.75;9.3;30.0;35.0;10.96;3.18;3.18;110.7%;80.9;131.0;136.0;38.0;Creighton;PHI
2018;Trent, Gary;SG;76.25;204.2;24.7;80.75;98.0;8.5;9.5;33.5;39.5;11.37;2.99;3.12;105.9%;80.8;131.5;137.5;11.0;Ohio University;MIL
2018;Trier, Allonzo;SG;75.75;198.0;24.3;78.75;98.0;8.25;10.5;32.0;40.0;11.02;2.97;3.14;104.0%;86.6;130.0;138.0;;;
2018;Wagner, Moritz;C-PF;82.5;241.4;24.9;84.0;108.0;9.0;10.8;27.0;34.0;11.48;3.07;3.18;101.8%;96.8;135.0;142.0;25.0;Michigan;LAL
2018;Walker, Lonnie;SG;75.75;196.2;24.0;82.25;99.5;9.0;9.5;31.5;40.0;10.87;2.91;3.06;108.6%;85.5;131.0;139.5;18.0;Miami (FL);SAS
2018;Washington, PJ;PF;78.5;223.0;25.4;86.5;107.0;9.0;10.3;27.0;34.0;11.39;3.43;3.2;110.2%;92.3;134.0;141.0;12.0;Kentucky;CHA
2018;Wiley, Austin;C;80.25;249.4;27.2;89.0;111.0;9.75;10.3;28.0;33.5;12.79;3.27;3.3;110.9%;99.9;139.0;144.5;;;
2018;Williams, Kenrich;SF;78.0;200.4;23.2;79.25;103.5;8.5;9.8;28.0;33.0;10.86;3.28;3.19;101.6%;82.9;131.5;136.5;14.0;Providence;BOS
2018;Young, Trae;PG;72.5;177.8;23.8;75.0;95.5;8.0;9.3;;;;;;103.4%;74.0;;;5.0;Oklahoma;DAL
2017;Adebayo, Edrice;PF-C;80.75;242.6;26.2;86.75;108.0;9.5;8.8;33.5;38.5;11.94;3.24;3.24;107.4%;83.1;141.5;146.5;;;
2017;Allen, Jarrett;C;81.0;233.6;25.0;89.25;109.5;9.5;10.5;31.5;35.5;11.82;3.0;3.21;110.2%;99.8;141.0;145.0;22.0;Texas;BRK
2017;Allen, Kadeem;PG;73.0;192.4;25.4;81.25;99.5;8.5;8.8;33.0;35.5;11.24;2.98;3.15;111.3%;74.4;132.5;135.0;53.0;Arizona;BOS
2017;Anigbogu, Ike;C;80.5;252.2;27.4;90.25;110.5;9.5;10.0;29.5;32.5;12.52;3.48;3.44;112.1%;95.0;140.0;143.0;47.0;UCLA;IND
2017;Anunoby, OG;SF;78.25;232.4;26.7;86.25;107.5;9.25;9.5;;;;;;110.2%;87.9;;;23.0;Indiana;TOR
2017;Artis, Jamel;SG-SF;77.5;213.2;25.0;82.0;105.0;9.25;9.8;23.5;31.0;11.62;3.08;3.44;105.8%;90.2;128.5;136.0;;;
2017;Bacon, Dwayne;SG-SF;76.75;221.6;26.4;82.0;103.5;8.75;10.0;30.0;36.5;11.7;3.22;3.22;106.8%;87.5;133.5;140.0;40.0;Florida State;NOP
2017;Beachem, V.J.;SG-SF;78.25;193.4;22.2;82.25;104.5;8.5;9.0;30.0;37.0;11.18;3.19;3.26;105.1%;76.5;134.5;141.5;;;
2017;Bell, Jordan;PF;79.0;223.6;25.2;83.75;104.5;9.25;9.5;31.5;38.0;10.63;2.83;3.21;106.0%;87.9;136.0;142.5;38.0;Oregon;CHI
2017;Blossomgame, Jaron;SF;77.75;218.6;25.4;82.0;104.5;8.75;10.3;31.0;35.5;11.47;3.35;3.17;105.5%;89.7;135.5;140.0;59.0;Clemson;SAS
2017;Boucher, Chris;PF;80.0;182.2;20.0;88.0;110.5;9.25;10.5;;;;;;110.0%;97.1;;;;;
2017;Bradley, Tony;C;81.25;248.8;26.5;89.0;112.5;9.5;9.5;24.5;27.5;11.79;2.99;3.44;109.5%;90.3;137.0;140.0;28.0;UNC;LAL
2017;Briscoe, Isaiah;PG;73.25;222.4;29.1;81.0;99.5;9.0;9.3;28.0;33.5;10.95;2.85;3.38;110.6%;83.3;127.5;133.0;;;
2017;Brooks, Dillon;SG-SF;77.0;220.2;26.1;78.0;100.5;8.25;9.3;31.0;37.5;11.14;3.24;3.21;101.3%;76.3;131.5;138.0;45.0;Oregon;HOU
2017;Bryant, Thomas;PF-C;81.5;247.8;26.2;90.0;112.5;9.5;10.3;25.5;33.0;11.42;3.12;3.37;110.4%;97.4;138.0;145.5;42.0;Indiana;UTA
2017;Collins, John;PF;80.25;225.2;24.6;83.25;106.5;9.0;10.0;33.0;37.5;11.66;3.27;3.27;103.7%;90.0;139.5;144.0;19.0;Wake Forest;ATL
2017;Collins, Zach;PF-C;82.25;232.2;24.1;85.0;111.0;8.75;9.3;;;;;;103.3%;80.9;;;10.0;Gonzaga;SAC
2017;Dorsey, Tyler;SG;75.0;182.6;22.8;77.25;99.5;8.5;9.3;30.5;36.0;10.55;2.98;3.16;103.0%;78.6;130.0;135.5;41.0;Oregon;ATL
2017;Dotson, Damyean;SG-SF;76.5;205.2;24.6;81.0;100.0;8.5;9.3;31.5;38.0;11.18;3.03;3.13;105.9%;78.6;131.5;138.0;44.0;Oregon;NYK
2017;Dozier, PJ;SG;77.25;200.6;23.6;83.0;101.0;8.5;9.5;34.0;39.0;10.84;2.98;3.15;107.4%;80.8;135.0;140.0;;;
2017;Evans, Jawun;PG;70.75;185.2;26.0;77.5;95.0;8.0;7.8;27.5;33.5;11.34;3.26;3.21;109.5%;62.0;122.5;128.5;39.0;Oklahoma State;PHI
2017;Ferguson, Terrance;SG-SF;77.5;184.4;21.6;80.75;103.0;8.5;10.0;28.5;38.0;11.16;3.22;3.32;104.2%;85.0;131.5;141.0;21.0;;OKC
2017;Fox, De'Aaron;PG;74.0;169.6;21.8;78.5;100.0;8.5;8.5;;;;;;106.1%;72.3;;;5.0;Kentucky;SAC
2017;Giles, Harry;PF;81.25;232.0;24.7;87.25;109.5;9.5;10.8;27.0;32.5;11.08;3.0;3.34;107.4%;102.1;136.5;142.0;20.0;Duke;POR
2017;Hart, Josh;SG-SF;75.75;209.2;25.6;80.25;101.0;8.5;9.5;27.5;35.5;11.15;3.02;3.18;105.9%;80.8;128.5;136.5;30.0;Villanova;UTA
2017;Fultz, Markelle;PF;78.25;254.2;29.2;87.25;104.5;8.75;10.0;29.0;33.5;11.81;2.94;3.27;111.5%;87.5;133.5;138.0;1.00;Washington;PHI
2017;Hicks, Isaiah;PF;79.25;233.4;26.1;84.5;105.0;8.75;9.8;31.5;37.0;12.31;3.31;3.36;106.6%;85.3;136.5;142.0;;;
2017;Iwundu, Wesley;SG-SF;77.5;193.4;22.6;85.0;105.5;8.75;9.5;31.5;36.0;11.25;3.23;3.36;109.7%;83.1;137.0;141.5;;;
2017;Jackson (UMD), Justin;SF;77.75;219.4;25.5;87.25;107.0;9.0;9.5;26.5;31.5;11.78;3.08;3.43;112.2%;85.5;133.5;138.5;15.0;UNC;POR
2017;Jackson (UMD), Justin;SF;77.75;219.4;25.5;87.25;107.0;9.0;9.5;26.5;31.5;11.78;3.08;3.43;112.2%;85.5;133.5;138.5;43.0;Maryland;DEN
2017;Jackson (UNC), Justin;SF;79.0;200.8;22.6;83.0;104.5;8.75;9.3;29.5;35.5;10.8;3.06;3.3;105.1%;80.9;134.0;140.0;15.0;UNC;POR
2017;Jackson (UNC), Justin;SF;79.0;200.8;22.6;83.0;104.5;8.75;9.3;29.5;35.5;10.8;3.06;3.3;105.1%;80.9;134.0;140.0;43.0;Maryland;DEN
2017;Jackson, Frank;PG;74.0;201.6;25.9;79.5;98.0;8.25;9.0;34.5;42.0;10.94;2.7;3.14;107.4%;74.3;132.5;140.0;31.0;Duke;CHA
2017;Jok, Peter;SG-SF;76.25;202.4;24.5;80.0;102.0;8.25;9.5;26.5;31.0;11.34;2.93;3.41;104.9%;78.4;128.5;133.0;;;
2017;Kennard, Luke;SG-SF;76.5;196.2;23.6;77.25;98.5;8.0;8.8;;;;;;101.0%;70.0;;;12.0;Duke;DET
2017;Kuzma, Kyle;SF-SG;80.0;222.6;24.5;84.25;107.5;8.5;9.5;27.0;34.0;10.72;2.98;3.25;105.3%;80.8;134.5;141.5;27.0;Utah;BRK
2017;Leaf, TJ;PF;80.75;222.2;24.0;83.0;107.0;8.5;9.5;29.0;34.5;11.55;3.27;3.27;102.8%;80.8;136.0;141.5;;;
2017;Lydon, Tyler;PF;80.25;215.0;23.5;84.0;107.5;8.75;8.8;29.5;33.5;11.68;2.81;3.46;104.7%;76.6;137.0;141.0;24.0;Syracuse;UTA
2017;Mason III, Frank;PG;71.0;188.8;26.3;75.25;94.0;8.0;9.3;34.0;41.0;11.41;3.09;3.18;106.0%;74.0;128.0;135.0;34.0;Kansas;SAC
2017;Meeks, Kennedy;C;80.75;276.6;29.8;85.0;106.0;8.75;8.8;28.0;30.5;12.91;3.35;3.5;105.3%;76.6;134.0;136.5;;;
2017;Mitchell, Donovan;SG;73.25;211.4;27.7;82.0;97.0;8.5;9.5;36.5;40.5;11.53;3.07;3.01;111.9%;80.8;133.5;137.5;13.0;Louisville;DEN
2017;Morris, Monte;PG;73.25;175.2;23.0;76.0;96.5;8.25;8.8;28.0;33.5;11.0;3.2;3.19;103.8%;72.2;124.5;130.0;51.0;Iowa State;DEN
2017;Motley, Johnathan;PF;79.75;238.2;26.3;88.0;108.0;9.0;9.5;;;;;;110.3%;85.5;;;;;
2017;Mykhailiuk, Svi;SG-SF;78.5;219.6;25.1;77.0;100.0;8.0;9.3;27.0;33.0;12.4;3.25;3.53;98.1%;74.0;127.0;133.0;47.0;Kansas;LAL
2017;Ojeleye, Semi;SF-SG;77.25;241.4;28.4;81.75;102.0;8.75;9.5;35.0;40.5;10.58;3.07;3.16;105.8%;83.1;137.0;142.5;37.0;SMU;BOS
2017;Oliver, Cameron;PF;79.0;238.6;26.9;85.25;106.5;9.5;10.3;28.0;39.5;12.17;3.31;3.16;107.9%;97.4;134.5;146.0;;;
2017;Patton, Justin;C;82.0;229.0;23.9;87.0;111.5;8.75;9.8;26.0;30.5;11.8;3.31;3.46;106.1%;85.3;137.5;142.0;16.0;Creighton;CHI
2017;Peters, Alec;PF;79.25;232.0;26.0;82.75;105.0;8.75;10.0;;;;;;104.4%;87.5;;;54.0;Valparaiso;PHO
2017;Rabb, Ivan;PF;80.75;219.6;23.7;85.5;109.0;8.75;9.0;28.5;32.5;12.68;3.23;3.35;105.9%;78.8;137.5;141.5;35.0;California;ORL
2017;Reed, Davon;SG-SF;76.5;206.2;24.8;84.0;102.0;9.25;9.5;28.5;36.0;11.37;3.21;3.34;109.8%;87.9;130.5;138.0;32.0;Miami (FL);PHO
2017;Robinson, Devin;SF;79.0;189.6;21.4;84.75;106.0;9.25;10.3;35.5;41.5;12.85;3.61;3.23;107.3%;94.8;141.5;147.5;;;
2017;Simmons, Kobi;PG;75.25;166.2;20.6;78.0;99.0;8.5;9.5;30.5;38.5;11.15;2.98;3.18;103.7%;80.8;129.5;137.5;;;
2017;Sumner, Edmond;PG;76.0;176.4;21.5;81.0;102.5;8.25;9.0;;;;;;106.6%;74.3;;;52.0;Xavier;NOP
2017;Swanigan, Caleb;PF;79.5;245.6;27.3;87.0;108.0;9.5;10.3;;;;;;109.4%;97.4;;;26.0;Purdue;POR
2017;Thornwell, Sindarius;SG-SF;75.5;211.6;26.1;82.0;103.0;8.75;8.8;27.0;30.5;11.48;3.03;3.36;108.6%;76.6;130.0;133.5;48.0;South Carolina;MIL
2017;Trimble, Melo;PG;73.25;195.2;25.6;74.0;95.5;8.0;8.8;24.5;32.0;10.75;2.92;3.27;101.0%;70.0;120.0;127.5;;;
2017;Walton Jr., Derrick;PG;71.0;188.6;26.3;74.5;95.0;8.0;8.5;26.0;32.5;11.28;3.12;3.29;104.9%;68.0;121.0;127.5;;;
2017;Welsh, Thomas;PF-C;83.5;254.0;25.6;84.0;109.5;9.0;10.5;;;;;;100.6%;94.5;;;58.0;UCLA;DEN
2017;White, Derrick;PG;75.25;189.8;23.6;79.5;101.5;8.25;8.5;31.0;36.5;10.84;2.92;3.08;105.6%;70.1;132.5;138.0;29.0;Colorado;SAS
2017;Williams-Goss, Nigel;PG;73.5;190.2;24.8;79.25;99.0;8.75;9.3;27.5;34.5;10.42;3.08;3.19;107.8%;80.9;126.5;133.5;55.0;Gonzaga;UTA
2017;Wilson, D.J.;PF;80.75;234.4;25.3;87.0;109.5;9.25;10.3;;;;;;107.7%;94.8;;;17.0;Michigan;MIL
2017;Yurtseven, Omer;C;82.5;248.4;25.7;85.0;108.5;9.0;10.5;26.0;31.5;12.85;3.3;3.45;103.0%;94.5;134.5;140.0;;;
2016;Baker, Ron;SG;75.25;212.4;26.4;81.75;97.5;8.75;9.5;30.0;35.5;10.77;2.96;3.45;108.6%;83.1;127.5;133.0;;;
2016;Baldwin IV, Wade;PG;74.5;201.8;25.6;83.25;100.0;9.0;9.8;32.5;38.0;10.45;3.01;3.19;111.7%;87.8;132.5;138.0;17.0;Vanderbilt;MEM
2016;Barber, Cat;PG;73.5;173.0;22.5;77.5;95.5;8.0;8.5;;;;;;105.4%;68.0;;;;;
2016;Beasley, Malik;SG;75.5;189.8;23.4;79.0;100.5;8.5;9.0;;;;0.0;;104.6%;76.5;;;19.0;Florida State;DEN
2016;Bembry, DeAndre;SG-SF;76.25;206.6;25.0;81.25;101.0;8.0;9.3;32.0;38.0;10.9;2.87;3.17;106.6%;74.0;133.0;139.0;21.0;Saint Joseph's;ATL
2016;Bentil, Ben;PF;79.25;229.2;25.7;85.5;105.0;9.5;10.0;29.0;33.0;11.16;3.1;3.3;107.9%;95.0;134.0;138.0;51.0;Providence;BOS
2016;Bolomboy, Joel;PF;79.5;224.4;25.0;85.75;103.5;9.0;10.3;37.5;40.5;10.26;2.86;3.17;107.9%;92.3;141.0;144.0;52.0;Weber State;UTA
2016;Brogdon, Malcolm;SG;75.75;223.0;27.3;82.5;98.0;9.0;10.3;30.5;35.5;10.77;2.64;3.31;108.9%;92.3;128.5;133.5;36.0;Virginia;MIL
2016;Brown, Jaylen;SG-SF;77.25;222.8;26.2;83.75;102.5;8.75;9.0;;;;;;108.4%;78.8;;;3.0;California;BOS
2016;Chriss, Marquese;PF;80.75;233.0;25.1;84.25;105.0;9.0;9.0;32.5;38.5;11.93;3.05;3.26;104.3%;81.0;137.5;143.5;8.0;Washington;SAC
2016;Cook, Elgin;SF;77.0;209.8;24.9;82.0;100.5;8.5;10.3;;;;;;106.5%;87.1;;;;;
2016;Cousins, Isaiah;PG;75.25;194.0;24.1;78.25;98.5;8.25;8.8;30.5;37.0;10.79;2.97;3.24;104.0%;72.2;129.0;135.5;59.0;Oklahoma;SAC
2016;Davis, Deyonta;PF;81.25;237.2;25.3;86.5;108.5;9.0;9.3;;;;;;106.5%;83.3;;;31.0;Michigan State;BOS
